brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
Vivo,Vivo V29 5G,8,128,Good,70,4,31999,10079
Samsung,Galaxy M04,4,64,Fair,65,4,7999,1871
Vivo,Vivo Y18,4,64,Poor,55,4,8999,1336
Motorola,Motorola G24 Power,4,128,Good,70,2,8999,3779
Vivo,Vivo Y17s,4,128,Like New,96,2,10499,7256
Realme,Realme Narzo N55,6,128,Poor,55,2,10999,2177
Samsung,Galaxy M14 5G,6,128,Poor,58,3,12499,2283
Redmi,Redmi K50i 5G,6,128,Poor,74,1,21999,6593
OnePlus,OnePlus Nord CE 4 5G,8,128,Fair,95,1,24999,12824
Redmi,Xiaomi 14 Civi,8,256,Good,76,4,42999,14705
Redmi,Redmi Note 13 Pro 5G,8,128,Poor,71,2,25999,6645
Redmi,Xiaomi 14,12,256,Fair,90,1,69999,34019
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,85,2,17999,7343
Samsung,Galaxy A55 5G,8,256,Fair,84,1,39999,18143
Infinix,Zero 30 (4G),8,256,Like New,100,2,13999,10079
Realme,Realme Narzo 50,6,128,Fair,71,1,11999,4600
Realme,Realme Narzo 60 5G,8,128,Like New,59,3,17999,6690
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,90,4,17999,7289
Oppo,OPPO F25 Pro 5G,8,128,Good,80,1,23999,12959
Oppo,OPPO A59 5G,4,128,Fair,96,1,12999,6738
Realme,Realme Narzo N55,6,128,Like New,61,4,10999,3623
Apple,iPhone 12 Mini,4,64,Fair,72,3,42999,13002
OnePlus,OnePlus Nord 3 5G,8,128,Like New,81,2,30999,18078
Oppo,OPPO F21 Pro 5G,8,128,Like New,75,1,24999,15186
Apple,iPhone 12,4,64,Like New,80,3,49999,25199
Samsung,Galaxy A23 5G,6,128,Good,56,4,18999,4787
Samsung,Galaxy F15 5G,6,128,Good,66,1,12999,5791
Redmi,Xiaomi 14,12,256,Like New,51,2,69999,25703
Apple,iPhone 14 (256GB),6,256,Good,69,4,79999,24839
Apple,iPhone 14 Pro Max,6,256,Like New,93,3,127999,74994
Infinix,Smart 7,4,64,Like New,89,1,7299,5261
Motorola,Motorola G13,4,64,Good,62,1,7999,3347
Samsung,Galaxy A23 5G,6,128,Like New,96,1,18999,14773
iQOO,iQOO Z9 5G,8,128,Like New,98,1,19999,15875
OnePlus,OnePlus Open (Foldable),16,512,Fair,96,1,139999,72575
Vivo,Vivo T3 5G,8,128,Like New,58,3,17999,6576
Realme,Realme Narzo 30,6,64,Fair,65,2,10999,3431
Redmi,Xiaomi Pad 6 (tablet),8,128,Poor,60,2,26999,5831
OnePlus,OnePlus Nord N30 SE 5G,4,128,Like New,96,4,13999,7257
Vivo,Vivo Y18e,4,64,Fair,64,1,7999,2764
Infinix,Zero X Pro,8,128,Fair,88,1,21999,10453
iQOO,iQOO Z9 5G,8,128,Fair,97,2,19999,9311
OnePlus,OnePlus 12R,8,128,Like New,70,1,39999,22679
Vivo,Vivo Y18e,4,64,Like New,84,1,7999,5442
Motorola,Motorola Edge 40,8,128,Like New,83,3,26999,14117
Samsung,Galaxy A15 5G,6,128,Good,89,4,14499,5806
Vivo,Vivo Y16,3,64,Fair,78,3,8999,2948
iQOO,iQOO 12 5G,12,256,Good,98,3,52999,27267
Samsung,Galaxy F15 5G,6,128,Fair,96,3,12999,5241
Apple,iPhone 14,6,128,Fair,53,4,69999,13355
Vivo,Vivo V29 5G,8,128,Good,77,2,31999,14783
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Poor,60,2,17999,3887
Samsung,Galaxy M14 5G,6,128,Poor,84,3,12499,3307
Realme,Realme C33,4,64,Fair,98,1,8499,4497
Redmi,Redmi Note 13 4G,6,128,Poor,76,1,14499,4462
Realme,Realme 11 5G,8,128,Poor,67,1,14999,4069
Motorola,Motorola G85 5G,8,128,Poor,75,4,17999,3644
Motorola,Motorola G24 Power,4,128,Fair,62,1,8999,3012
Oppo,OPPO A77s,6,128,Good,60,1,12499,5062
Infinix,Note 30 5G,8,128,Good,58,1,13999,5480
Samsung,Galaxy F15 5G,6,128,Like New,78,1,12999,8212
Motorola,Motorola Edge 40 Neo,8,128,Good,85,3,20999,9370
Redmi,Xiaomi 14 Civi,8,256,Good,58,3,42999,13093
OnePlus,OnePlus 12,12,256,Poor,69,2,64999,16145
Realme,Realme Narzo 50i Prime,3,32,Like New,55,1,7499,3340
Infinix,Zero 5G,8,128,Like New,86,3,13499,7313
Motorola,Motorola G54 5G,8,128,Fair,90,2,12999,5615
Samsung,Galaxy M13,4,64,Like New,92,4,9499,4719
Redmi,Redmi K50i 5G,6,128,Like New,51,3,21999,7068
iQOO,iQOO Z7 Pro 5G,8,128,Poor,60,4,23999,3887
Apple,iPhone 13 Mini,4,128,Poor,95,2,52999,18125
Infinix,Note 40 5G,8,128,Like New,56,1,16999,7710
Infinix,Hot 30i,4,128,Good,86,4,8499,3289
OnePlus,OnePlus Nord 3 5G,8,128,Like New,65,1,30999,16320
Infinix,Hot 20 5G,4,64,Poor,57,3,11499,2064
iQOO,iQOO Z7 Pro 5G,8,128,Fair,90,4,23999,7775
Vivo,Vivo Y28 5G,4,128,Like New,85,3,13999,7496
OnePlus,OnePlus 12R,8,128,Like New,89,3,39999,22427
OnePlus,OnePlus Nord CE 3 5G,8,128,Poor,68,2,26999,6609
Samsung,Galaxy S24 Ultra,12,256,Fair,77,3,129999,42041
Apple,iPhone 15 Pro (512GB),8,512,Fair,75,1,149900,60709
Redmi,POCO X6 Pro 5G,8,256,Like New,95,3,26999,16158
OnePlus,OnePlus 10R 5G,8,128,Fair,79,1,32999,14077
iQOO,iQOO Z7 5G,6,128,Good,73,1,14999,7390
OnePlus,OnePlus 12R,8,128,Like New,79,4,39999,17063
Apple,iPhone 13 (256GB),4,256,Like New,73,1,69900,41331
OnePlus,OnePlus 11 5G,8,128,Like New,88,1,56999,40628
Motorola,Motorola G62 5G,6,128,Fair,68,3,11999,3426
iQOO,iQOO Neo 9 Pro,8,128,Poor,93,4,35999,9039
Redmi,Xiaomi Pad 6 (tablet),8,128,Poor,70,1,26999,7654
Realme,Realme Narzo 30,6,64,Like New,81,1,10999,7216
Oppo,OPPO F23 5G,8,256,Poor,50,3,22999,3622
Samsung,Galaxy Z Flip 5,8,256,Good,86,2,89999,46439
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,99,2,17999,10691
OnePlus,OnePlus 12,12,256,Good,51,3,64999,17403
Realme,Realme Narzo 50,6,128,Fair,53,4,11999,2289
Realme,Realme 3i,4,64,Like New,89,2,12000,7689
Infinix,Note 30 5G,8,128,Like New,95,1,13999,10772
Motorola,Motorola Edge 50 Fusion,8,128,Fair,58,1,22999,7203
Apple,iPhone 14,6,128,Poor,65,1,69999,18427
Samsung,Galaxy M14 5G,6,128,Fair,69,2,12499,4139
Vivo,Vivo Y27 5G,6,128,Fair,66,2,12999,4118
Realme,Realme C51,4,64,Good,62,3,7999,2603
Oppo,OPPO K10 5G,8,128,Fair,86,3,14999,5417
Infinix,Zero X Pro,8,128,Fair,93,2,21999,9820
Apple,iPhone 12,4,64,Fair,63,2,49999,15119
Redmi,Xiaomi 14 Civi,8,256,Like New,66,3,42999,17878
Redmi,POCO X6 Pro 5G,8,256,Good,86,1,26999,15672
iQOO,iQOO 12 5G,12,256,Like New,86,2,52999,32816
Infinix,Hot 30,4,64,Poor,70,4,9499,1795
Apple,iPhone 15 Pro (512GB),8,512,Good,59,2,149900,53064
OnePlus,OnePlus Nord CE 3 5G,8,128,Fair,89,4,26999,8650
Apple,iPhone 14 Pro,6,128,Fair,85,3,117999,42125
Infinix,Hot 20 5G,4,64,Fair,80,2,11499,4415
Motorola,Motorola G14,4,128,Like New,80,3,8499,4283
Vivo,Vivo V29 5G,8,128,Like New,73,1,31999,18921
Vivo,Vivo T3 5G,8,128,Fair,92,4,17999,5961
Realme,Realme Narzo N65 5G,4,128,Fair,88,3,11499,4250
Samsung,Galaxy F15 5G,6,128,Good,51,1,12999,4474
OnePlus,OnePlus Nord 3 5G,8,128,Fair,81,3,30999,10545
OnePlus,OnePlus Nord 3 5G,8,128,Like New,85,3,30999,16599
Motorola,Motorola G24 Power,4,128,Like New,86,3,8999,4875
Oppo,OPPO A78 5G,8,128,Like New,74,4,14999,5993
Realme,Realme Narzo N55,6,128,Good,67,1,10999,4974
Oppo,OPPO K10 5G,8,128,Like New,58,2,14999,6263
Samsung,Galaxy S23 FE,8,128,Good,70,2,44999,18899
Motorola,Motorola G54 5G,8,128,Fair,95,2,12999,5927
Apple,iPhone 12 (128GB),4,128,Poor,92,2,54999,18215
Oppo,OPPO Reno 11 5G,8,128,Good,52,3,27999,7643
Motorola,Motorola G24 Power,4,128,Poor,50,2,8999,1619
iQOO,iQOO 12 5G,12,256,Poor,66,3,52999,11018
Apple,iPhone 15 Pro (512GB),8,512,Poor,90,3,149900,42496
Redmi,POCO C65,4,128,Good,80,2,7499,3599
Vivo,Vivo Y28 5G,4,128,Fair,60,2,13999,4031
Vivo,Vivo V29 5G,8,128,Fair,61,4,31999,7026
Realme,Realme Narzo 60 Pro 5G,12,256,Good,62,2,23999,8927
Vivo,Vivo V30 Pro 5G,8,256,Like New,93,3,41999,24607
Redmi,POCO X6 Pro 5G,8,256,Poor,87,3,26999,7399
Apple,iPhone 14 Pro Max (1TB),6,1024,Fair,91,4,169900,55659
Vivo,Vivo Y16,3,64,Like New,74,4,8999,3596
OnePlus,OnePlus Open (Foldable),16,512,Fair,51,2,139999,34271
Realme,Realme Narzo 20,4,64,Poor,73,1,10499,3104
iQOO,iQOO Z7 5G,6,128,Fair,92,3,14999,5795
OnePlus,OnePlus 12R,8,128,Fair,67,1,39999,14471
Motorola,Motorola E13,2,64,Like New,65,1,6499,3421
Samsung,Galaxy A35 5G,8,128,Like New,93,1,27999,21091
Vivo,Vivo Y200e 5G,6,128,Fair,77,2,17999,6652
Redmi,Xiaomi 14 Civi,8,256,Good,67,2,42999,17285
Motorola,Motorola Razr 40,8,256,Poor,90,4,59999,14579
Infinix,Note 12 Pro 5G,8,128,Fair,57,4,15999,3282
Realme,Realme Narzo 50,6,128,Like New,67,1,11999,6511
Oppo,OPPO A78 5G,8,128,Good,54,4,14999,3644
Apple,iPhone 14 Pro Max (1TB),6,1024,Good,89,2,169900,90726
Samsung,Galaxy A35 5G,8,128,Fair,86,4,27999,8668
Infinix,Zero 30 5G,8,128,Poor,92,2,17999,5961
Vivo,Vivo V30 Pro 5G,8,256,Good,64,4,41999,12095
Motorola,Motorola E13,2,64,Like New,55,4,6499,1930
Vivo,Vivo X100 Pro 5G,16,512,Like New,65,1,89999,47384
Apple,iPhone 15 Pro,8,128,Like New,80,4,134900,58276
Motorola,Motorola G14,4,128,Good,51,3,8499,2275
Vivo,Vivo Y27 5G,6,128,Fair,86,1,12999,6036
Samsung,Galaxy S24 Ultra,12,256,Poor,50,2,129999,23399
Redmi,Xiaomi 14 Ultra,12,512,Fair,90,1,99999,48599
OnePlus,OnePlus Nord 3 5G,8,128,Like New,90,4,30999,15065
iQOO,iQOO Z7 Pro 5G,8,128,Fair,55,4,23999,4751
iQOO,iQOO Neo 9 Pro,8,128,Like New,79,4,35999,15357
Redmi,Redmi 13C 5G,4,128,Fair,71,1,9999,3833
Motorola,Motorola G85 5G,8,128,Fair,69,1,17999,6706
Oppo,OPPO A38,4,128,Fair,95,4,9499,3248
OnePlus,OnePlus Open (Foldable),16,512,Good,52,4,139999,32759
Realme,Realme Narzo 10,4,128,Poor,62,4,9999,1673
OnePlus,OnePlus 12,12,256,Like New,63,4,64999,22112
Redmi,Xiaomi 14 Ultra,12,512,Fair,77,1,99999,41579
Motorola,Motorola G62 5G,6,128,Like New,70,2,11999,6047
Vivo,Vivo V30 Pro 5G,8,256,Fair,63,3,41999,11112
Realme,Realme C33,4,64,Good,95,2,8499,4844
Apple,iPhone 15 Plus,6,128,Like New,51,3,89900,28884
Infinix,Note 40 Pro 5G,8,256,Fair,78,3,21999,7206
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,89,1,24999,18021
Samsung,Galaxy M04,4,64,Like New,58,3,7999,2922
Redmi,POCO C65,4,128,Poor,61,4,7499,1235
Redmi,Xiaomi 14 Civi,8,256,Good,89,4,42999,17221
Apple,iPhone 15,6,128,Good,99,2,79900,47460
iQOO,iQOO Neo 9 Pro,8,128,Like New,65,3,35999,14741
iQOO,iQOO Z7 Pro 5G,8,128,Poor,58,3,23999,4384
Oppo,OPPO F21 Pro,8,128,Poor,50,2,22999,4139
Oppo,OPPO A59 5G,4,128,Good,90,1,12999,7896
iQOO,iQOO Z9 5G,8,128,Fair,68,3,19999,5711
Realme,Realme Narzo 50i Prime,3,32,Good,94,2,7499,4229
Redmi,Redmi Note 13 4G,6,128,Good,65,2,14499,5654
Oppo,OPPO F25 Pro 5G,8,128,Like New,81,3,23999,12246
Motorola,Motorola G14,4,128,Fair,90,3,8499,3212
Apple,iPhone 15 Plus,6,128,Good,69,4,89900,27913
iQOO,iQOO Neo 9 Pro,8,128,Poor,75,4,35999,7289
Apple,iPhone 13 Mini,4,128,Fair,94,3,52999,20924
Vivo,Vivo T3 5G,8,128,Poor,57,2,17999,3693
Samsung,Galaxy A04,4,64,Good,57,4,7499,1923
Samsung,Galaxy F14 5G,4,128,Like New,83,4,10999,4929
Apple,iPhone 14 Pro,6,128,Like New,70,3,117999,52037
Realme,Realme Narzo N55,6,128,Good,92,4,10999,4553
Vivo,Vivo Y200 5G,8,128,Like New,73,4,21999,8672
Vivo,Vivo X100 5G,12,256,Like New,88,2,63999,40549
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,68,1,17999,6609
iQOO,iQOO Z9 5G,8,128,Poor,75,2,19999,5399
iQOO,iQOO 12 5G,12,256,Good,66,2,52999,20987
iQOO,iQOO Z7 Pro 5G,8,128,Fair,68,2,23999,7833
Vivo,Vivo Y18e,4,64,Fair,99,2,7999,3801
Realme,Realme Narzo 50A Prime,4,64,Like New,59,4,8999,2867
Realme,Realme Narzo 60 5G,8,128,Fair,77,1,17999,7483
Apple,iPhone 12 Mini,4,64,Good,63,4,42999,12190
Motorola,Motorola G13,4,64,Good,68,3,7999,2855
Motorola,Motorola G13,4,64,Poor,79,4,7999,1706
Oppo,OPPO A59 5G,4,128,Good,77,2,12999,6005
Apple,iPhone 12,4,64,Good,59,2,49999,17699
Oppo,OPPO A58 5G,6,128,Poor,82,2,13999,4132
Oppo,OPPO Find N3 Flip,12,256,Like New,56,2,94999,38303
Oppo,OPPO Reno 10 5G,8,256,Like New,64,4,32999,11404
Oppo,OPPO A17k,3,64,Fair,66,3,7999,2217
Vivo,Vivo Y18e,4,64,Poor,97,4,7999,2094
Infinix,Note 30 5G,8,128,Poor,80,1,13999,4535
Infinix,Zero 30 (4G),8,256,Good,76,4,13999,4787
Realme,Realme 11 5G,8,128,Fair,85,2,14999,6119
Vivo,Vivo V29 5G,8,128,Good,100,1,31999,21599
Vivo,Vivo Y200e 5G,6,128,Poor,99,1,17999,7216
iQOO,iQOO Z9 5G,8,128,Poor,83,2,19999,5975
Apple,iPhone 14 Pro Max (1TB),6,1024,Good,73,3,169900,65114
Infinix,Smart 7,4,64,Fair,59,4,7299,1550
iQOO,iQOO 12 5G,12,256,Fair,54,1,52999,15454
Realme,Realme Narzo 60 Pro 5G,12,256,Good,89,3,23999,11213
Oppo,OPPO Find N3 Flip,12,256,Poor,67,4,94999,17185
Vivo,Vivo V30 5G,8,128,Like New,68,4,33999,12484
iQOO,iQOO Neo 9 Pro,8,128,Like New,62,3,35999,14061
Samsung,Galaxy A05s,6,128,Like New,75,1,11999,7289
Infinix,Hot 20 5G,4,64,Good,59,2,11499,4070
Infinix,Zero Ultra,8,256,Like New,76,3,29999,14363
Samsung,Galaxy M13,4,64,Poor,85,2,9499,2906
Apple,iPhone 14 Plus,6,128,Good,94,1,74999,47586
Vivo,Vivo V30 5G,8,128,Fair,71,1,33999,13035
Redmi,Xiaomi 14,12,256,Good,77,2,69999,32339
Redmi,Redmi Note 13 Pro 5G,8,128,Good,61,1,25999,10705
Vivo,Vivo Y18,4,64,Like New,97,1,8999,7070
Apple,iPhone 13,4,128,Like New,94,2,59900,40540
Oppo,OPPO Reno 11 5G,8,128,Like New,100,3,27999,17639
iQOO,iQOO 12 5G,12,256,Poor,62,2,52999,11829
Infinix,Zero 5G,8,128,Good,56,2,13499,4535
Redmi,POCO X6 5G,8,256,Poor,61,3,21999,4227
Oppo,OPPO A79 5G,8,128,Good,65,3,17999,6142
Vivo,Vivo Y200e 5G,6,128,Good,78,3,17999,7370
Vivo,Vivo Y18e,4,64,Fair,91,3,7999,3057
Vivo,Vivo Y18e,4,64,Poor,66,2,7999,1900
Motorola,Motorola Edge 50 Fusion,8,128,Good,53,1,22999,8227
Apple,iPhone 14 (256GB),6,256,Poor,54,2,79999,15551
Infinix,Hot 40i,8,128,Good,94,1,8499,5392
Apple,iPhone 14 Pro Max (1TB),6,1024,Poor,71,1,169900,48854
Samsung,Galaxy A23 5G,6,128,Poor,69,4,18999,3539
Realme,Realme Narzo 60 5G,8,128,Good,72,3,17999,6803
Vivo,Vivo V29 5G,8,128,Poor,97,3,31999,9777
Motorola,Motorola Edge 50 Ultra,12,512,Good,98,4,59999,26459
Redmi,Redmi Note 13 5G,6,128,Fair,62,4,16999,3794
Oppo,OPPO F21 Pro,8,128,Like New,98,3,22999,14199
iQOO,iQOO Z9 5G,8,128,Fair,85,1,19999,9179
iQOO,iQOO Z9x 5G,4,128,Good,84,2,12999,6551
OnePlus,OnePlus 11 5G,8,128,Like New,86,3,56999,30882
Infinix,Zero 5G,8,128,Like New,93,2,13499,9038
Realme,Realme Narzo 60x 5G,6,128,Like New,68,1,12999,7159
Infinix,Zero 5G,8,128,Poor,72,1,13499,3936
Oppo,OPPO A78 5G,8,128,Good,53,3,14999,4173
Samsung,Galaxy M13,4,64,Fair,56,2,9499,2553
Samsung,Galaxy S23 FE,8,128,Fair,96,3,44999,18143
Infinix,Hot 40i,8,128,Good,68,2,8499,3467
iQOO,iQOO Z7 Pro 5G,8,128,Fair,69,4,23999,5961
Apple,iPhone 15 Pro Max (1TB),8,1024,Like New,97,4,199900,104707
Realme,Realme C55,6,64,Poor,80,1,9999,3239
Vivo,Vivo Y27 5G,6,128,Like New,54,1,12999,5685
iQOO,iQOO Z7 Pro 5G,8,128,Fair,61,1,23999,7905
Apple,iPhone 15 Pro Max (1TB),8,1024,Poor,76,1,199900,61529
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,84,2,13999,7055
Redmi,Redmi 13C 5G,4,128,Good,97,3,9999,5091
Apple,iPhone 13,4,128,Fair,95,1,59900,30728
Motorola,Motorola Razr 40 Ultra,8,256,Good,76,4,79999,27359
Realme,Realme Narzo N55,6,128,Poor,56,2,10999,2217
Vivo,Vivo X100 5G,12,256,Fair,67,4,63999,15436
Motorola,Motorola Razr 40,8,256,Fair,73,3,59999,18395
Apple,iPhone 11,4,64,Good,85,1,39999,22949
Motorola,Motorola Edge 40 Neo,8,128,Fair,59,4,20999,4460
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Fair,80,2,54999,21119
iQOO,iQOO Neo 9 Pro,8,128,Poor,89,1,35999,12975
Infinix,Note 30 5G,8,128,Fair,90,4,13999,4535
Infinix,Zero Ultra,8,256,Poor,55,3,29999,5197
Vivo,Vivo Y18e,4,64,Fair,78,3,7999,2620
Samsung,Galaxy A14 5G,6,128,Good,80,3,13499,5669
Infinix,Zero Ultra,8,256,Fair,72,2,29999,10367
OnePlus,OnePlus 11 5G,8,128,Good,65,2,56999,22229
Apple,iPhone 12 (128GB),4,128,Good,51,4,54999,12622
Oppo,OPPO A79 5G,8,128,Like New,84,1,17999,12246
Redmi,Xiaomi 14,12,256,Fair,71,1,69999,26837
Motorola,Motorola Edge 40,8,128,Like New,57,3,26999,9695
Samsung,Galaxy S24 Ultra,12,256,Fair,72,3,129999,39311
Samsung,Galaxy S24+,12,256,Like New,94,1,99999,76139
Motorola,Motorola G64 5G,6,128,Fair,92,1,13999,6954
iQOO,iQOO 12 5G,12,256,Fair,63,2,52999,16026
Apple,iPhone 15 Pro Max (1TB),8,1024,Good,97,1,199900,130884
Motorola,Motorola Edge 40,8,128,Like New,69,3,26999,11736
Oppo,OPPO A78 5G,8,128,Fair,88,3,14999,5543
Motorola,Motorola G24,4,128,Good,96,1,8499,5507
Infinix,Note 40 Pro 5G,8,256,Fair,69,2,21999,7286
Samsung,Galaxy A04e,3,32,Fair,85,3,6499,2320
iQOO,iQOO Z7 Pro 5G,8,128,Like New,53,3,23999,8013
Redmi,Redmi 13C 5G,4,128,Poor,95,4,9999,2564
Motorola,Motorola G14,4,128,Fair,67,4,8499,2049
Samsung,Galaxy M04,4,64,Good,96,3,7999,4031
Motorola,Motorola Razr 40,8,256,Good,67,4,59999,18089
Oppo,OPPO A18,4,64,Poor,52,4,8999,1263
Vivo,Vivo Y18,4,64,Good,76,3,8999,3590
Infinix,Hot 30i,4,128,Like New,83,2,8499,5079
Samsung,Galaxy M55 5G,8,128,Like New,87,3,26999,14798
Motorola,Motorola Edge 50 Ultra,12,512,Like New,59,4,59999,19115
Oppo,OPPO A58 5G,6,128,Fair,84,2,13999,5644
Infinix,Smart 8 Plus,4,128,Like New,84,1,7999,5442
Motorola,Motorola Edge 40 Neo,8,128,Like New,69,3,20999,9128
iQOO,iQOO Neo 9 Pro,8,128,Fair,66,2,35999,11404
Motorola,Motorola E13,2,64,Fair,59,2,6499,1840
OnePlus,OnePlus 10R 5G,8,128,Poor,79,3,32999,8211
Infinix,Hot 30i,4,128,Good,60,1,8499,3442
Infinix,Zero X Pro,8,128,Good,87,4,21999,8612
Vivo,Vivo V30 5G,8,128,Good,51,4,33999,7802
Infinix,Hot 20 5G,4,64,Poor,64,1,11499,2980
OnePlus,OnePlus Nord 3 5G,8,128,Like New,99,4,30999,16572
OnePlus,OnePlus 10R 5G,8,128,Fair,72,3,32999,9978
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,94,3,26999,13324
Vivo,Vivo Y16,3,64,Fair,56,2,8999,2418
OnePlus,OnePlus Nord CE 4 5G,8,128,Fair,60,4,24999,5399
Oppo,OPPO Find N3 Flip,12,256,Good,72,3,94999,35909
OnePlus,OnePlus Open (Foldable),16,512,Fair,52,1,139999,39311
Vivo,Vivo Y200e 5G,6,128,Poor,52,2,17999,3369
Motorola,Motorola Razr 40,8,256,Fair,99,3,59999,24947
Oppo,OPPO Reno 11 5G,8,128,Fair,85,3,27999,9995
Redmi,Redmi 12,4,128,Poor,84,1,9999,3401
Motorola,Motorola Edge 50 Ultra,12,512,Poor,68,2,59999,14687
Motorola,Motorola Edge 30 Ultra,12,256,Like New,63,4,49999,17009
Infinix,Zero 30 (4G),8,256,Like New,54,2,13999,5442
Infinix,Zero X Pro,8,128,Good,89,2,21999,11747
OnePlus,OnePlus Nord 3 5G,8,128,Good,63,2,30999,11717
Realme,Realme Narzo 60 5G,8,128,Good,90,3,17999,8504
iQOO,iQOO Z9x 5G,4,128,Poor,77,1,12999,4053
Vivo,Vivo V30 5G,8,128,Good,80,4,33999,12239
Infinix,Zero 30 (4G),8,256,Like New,72,3,13999,6349
Infinix,Smart 8,4,64,Good,66,1,6999,3118
Samsung,Galaxy A14 5G,6,128,Like New,50,2,13499,4859
iQOO,iQOO Z9x 5G,4,128,Like New,65,4,12999,4562
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,52,2,26999,8423
Oppo,OPPO Reno 10 5G,8,256,Poor,64,2,32999,7602
Samsung,Galaxy M13,4,64,Like New,64,3,9499,3829
Redmi,Redmi Note 13 5G,6,128,Like New,61,4,16999,5599
Infinix,Zero 5G,8,128,Like New,90,2,13499,8747
Infinix,Hot 40i,8,128,Good,50,2,8499,2549
Vivo,Vivo Y18,4,64,Poor,54,3,8999,1530
Redmi,POCO X6 5G,8,256,Like New,97,2,21999,15364
Realme,Realme 11x 5G,6,128,Fair,66,1,12999,4632
Samsung,Galaxy S24,8,256,Poor,95,1,79999,30779
Realme,Realme 11 5G,8,128,Like New,67,1,14999,8139
Redmi,Xiaomi 14 Ultra,12,512,Like New,72,1,99999,58319
Motorola,Motorola G85 5G,8,128,Good,94,2,17999,10151
Realme,Realme Narzo 10,4,128,Poor,72,3,9999,2267
Infinix,Hot 30,4,64,Fair,59,1,9499,3026
Apple,iPhone 11,4,64,Good,93,1,39999,25109
Redmi,Xiaomi 14,12,256,Like New,51,1,69999,28916
Samsung,Galaxy A55 5G,8,256,Good,82,1,39999,22139
Realme,Realme Narzo 20,4,64,Poor,88,3,10499,2910
Infinix,Smart 8 HD,2,64,Like New,66,2,5999,2850
Infinix,Smart 7,4,64,Poor,57,4,7299,1123
Apple,iPhone 15,6,128,Poor,60,2,79900,17258
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,81,4,17999,5248
OnePlus,OnePlus Open (Foldable),16,512,Good,77,2,139999,64679
Apple,iPhone 14 Pro Max (1TB),6,1024,Good,93,2,169900,94804
iQOO,iQOO Z7 Pro 5G,8,128,Good,69,3,23999,8693
Motorola,Motorola G62 5G,6,128,Poor,71,1,11999,3450
OnePlus,OnePlus Nord N30 SE 5G,4,128,Poor,63,2,13999,3174
Samsung,Galaxy S24 Ultra,12,256,Like New,51,3,129999,41768
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,59,4,17999,3822
Realme,Realme Narzo 60 Pro 5G,12,256,Fair,63,4,23999,5442
Oppo,OPPO K10 5G,8,128,Like New,51,1,14999,6196
Vivo,Vivo Y200 5G,8,128,Fair,90,3,21999,8315
Infinix,Note 30 5G,8,128,Fair,51,2,13999,3426
Vivo,Vivo Y16,3,64,Fair,82,2,8999,3542
Samsung,Galaxy A14 5G,6,128,Good,62,4,13499,3766
Redmi,Redmi Note 13 Pro+ 5G,8,256,Poor,83,4,31999,7170
Infinix,Note 40 Pro 5G,8,256,Poor,69,4,21999,4098
Realme,Realme C53,6,128,Poor,98,4,10999,2910
Apple,iPhone 13 Mini,4,128,Like New,75,1,52999,32196
Apple,iPhone 15 Plus,6,128,Poor,91,2,89900,29451
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,67,1,26999,12210
Oppo,OPPO Reno 10 Pro 5G,12,256,Like New,60,2,39999,17279
Redmi,Redmi 13C 5G,4,128,Like New,87,2,9999,6263
iQOO,iQOO 12 5G,12,256,Like New,94,1,52999,40353
Infinix,Smart 8 HD,2,64,Good,95,1,5999,3846
Apple,iPhone 12 Mini,4,64,Good,83,1,42999,24090
Samsung,Galaxy F15 5G,6,128,Good,57,3,12999,3889
Redmi,Redmi Note 13 Pro 5G,8,128,Like New,51,1,25999,10740
Oppo,OPPO A79 5G,8,128,Poor,77,3,17999,4365
Realme,Realme C33,4,64,Fair,86,4,8499,2631
Oppo,OPPO Find N3 Flip,12,256,Good,64,4,94999,27359
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,66,1,17999,6414
OnePlus,OnePlus 11R 5G,8,128,Good,70,1,37999,17954
Infinix,Zero 30 (4G),8,256,Good,91,1,13999,8598
iQOO,iQOO Z9 5G,8,128,Like New,91,3,19999,11465
Oppo,OPPO Find N3 Flip,12,256,Fair,52,2,94999,23711
Oppo,OPPO F21 Pro,8,128,Fair,96,4,22999,7948
Apple,iPhone 12 Mini,4,64,Good,55,2,42999,14189
Apple,iPhone 12,4,64,Good,91,3,49999,23887
Oppo,OPPO A78 5G,8,128,Fair,58,3,14999,3653
Vivo,Vivo Y16,3,64,Fair,77,3,8999,2910
Infinix,Smart 8,4,64,Like New,50,2,6999,2519
